2
6357001.000000
#0
5.972200e+24	0.000000e+00	-6.357000e+06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.000000e+04	0.000000e+00	0.000000e+00	0.000000e+00	4.949744e+03	4.949751e+03	0.000000e+00
#60
5.972200e+24	0.000000e+00	-6.357000e+06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.000000e+04	2.967263e+05	2.794620e+05	0.000000e+00	4.937303e+03	4.383494e+03	0.000000e+00
#120
5.972200e+24	0.000000e+00	-6.357000e+06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.000000e+04	5.920273e+05	5.263991e+05	0.000000e+00	4.903506e+03	3.863445e+03	0.000000e+00
#180
5.972200e+24	0.000000e+00	-6.357000e+06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.000000e+04	8.847716e+05	7.433510e+05	0.000000e+00	4.853006e+03	3.382253e+03	0.000000e+00
#240
5.972200e+24	0.000000e+00	-6.357000e+06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.000000e+04	1.174064e+06	9.324640e+05	0.000000e+00	4.789144e+03	2.934054e+03	0.000000e+00
#300
5.972200e+24	0.000000e+00	-6.357000e+06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.000000e+04	1.459181e+06	1.095568e+06	0.000000e+00	4.714356e+03	2.514104e+03	0.000000e+00
#360
5.972200e+24	0.000000e+00	-6.357000e+06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.000000e+04	1.739525e+06	1.234236e+06	0.000000e+00	4.630437e+03	2.118517e+03	0.000000e+00
#420
5.972200e+24	0.000000e+00	-6.357000e+06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.000000e+04	2.014590e+06	1.349828e+06	0.000000e+00	4.538718e+03	1.744074e+03	0.000000e+00
#480
5.972200e+24	0.000000e+00	-6.357000e+06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.000000e+04	2.283940e+06	1.443528e+06	0.000000e+00	4.440189e+03	1.388080e+03	0.000000e+00
#540
5.972200e+24	0.000000e+00	-6.357000e+06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.000000e+04	2.547190e+06	1.516373e+06	0.000000e+00	4.335579e+03	1.048255e+03	0.000000e+00
#600
5.972200e+24	0.000000e+00	-6.357000e+06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
